9265503	github	D1265400	https://desktop.github.com/
9265503	github	D3438005	https://github.com/
6832981	youtube	D2923232	https://au.youtube.com/
9571352	!	D1238374	https://www.englishclub.com/writing/punctuation-slash.htm
9571352	!	D889000	http://nationalpunctuationday.com/exclamationpoint.html
9571352	!	D291024	https://en.wikipedia.org/wiki/Exclamation_mark
9571352	!	D1240274	http://grammar.ccc.commnet.edu/grammar/marks/exclamation.htm
9571352	!	D1341457	https://en.wikipedia.org/wiki/Inverted_question_and_exclamation_marks
9571352	!	D3267999	https://www.quora.com/What-is-the-purpose-of-the-exclamation-mark-in-Excel
9571352	!	D372245	https://www.merriam-webster.com/dictionary/exclamation%20point
9571352	!	D2689792	http://www.dictionary.com/browse/exclamation--mark
9571352	!	D2853928	https://www.thoughtco.com/what-is-an-exclamation-point-1690687
9571352	!	D372242	https://www.quora.com/What-does-the-exclamation-point-mean
9571352	!	D2577640	https://www.collinsdictionary.com/dictionary/english/exclamation-mark
9571352	!	D507925	https://www.englishclub.com/teach-english.htm
9571352	!	D1222687	https://www.grammarly.com/blog/how-to-use-an-exclamation-point-properly-how-not-to-use-it/
9571352	!	D2853930	http://www.thepunctuationguide.com/exclamation-point.html
9571352	!	D2577639	https://www.merriam-webster.com/dictionary/exclamation
4896888	! c	D579719	https://en.wikipedia.org/wiki/C_%28programming_language%29
10001890	! c++	D1094795	https://en.wikipedia.org/wiki/Operators_in_C_and_C%2B%2B
12449286	! calculator	D1962946	https://web2.0calc.com/
11540571	! definition	D1756174	http://www.dictionary.com/browse/definition
4112722	! excel	D2296417	https://stackoverflow.com/questions/27037152/what-does-an-exclamation-mark-before-a-cell-reference-mean
4112722	! excel	D732261	http://www.answers.com/Q/What_is_the_purpose_of_the_exclamation_mark_in_a_Excel_formula_reference_from_on_sheet_to_another_stand_for
4112722	! excel	D3267999	https://www.quora.com/What-is-the-purpose-of-the-exclamation-mark-in-Excel
4112722	! excel	D372242	https://www.quora.com/What-does-the-exclamation-point-mean
6179132	! icon	D732329	https://en.wikipedia.org/wiki/Icon
3262423	! in c	D1094795	https://en.wikipedia.org/wiki/Operators_in_C_and_C%2B%2B
3262423	! in c	D3408854	http://www.tutorialspoint.com/cprogramming/c_operators.htm
3889800	! in excel	D732261	http://www.answers.com/Q/What_is_the_purpose_of_the_exclamation_mark_in_a_Excel_formula_reference_from_on_sheet_to_another_stand_for
3889800	! in excel	D2296417	https://stackoverflow.com/questions/27037152/what-does-an-exclamation-mark-before-a-cell-reference-mean
3889800	! in excel	D3267999	https://www.quora.com/What-is-the-purpose-of-the-exclamation-mark-in-Excel
3889800	! in excel	D372242	https://www.quora.com/What-does-the-exclamation-point-mean
3889800	! in excel	D621304	https://www.quora.com/What-does-a-dollar-sign-mean-in-an-Excel-formula
3889800	! in excel	D842129	https://support.office.com/en-us/article/Overview-of-formulas-in-Excel-ecfdc708-9162-49e8-b993-c311f47ca173
7349184	! in excel formula	D2296417	https://stackoverflow.com/questions/27037152/what-does-an-exclamation-mark-before-a-cell-reference-mean
7349184	! in excel formula	D3267999	https://www.quora.com/What-is-the-purpose-of-the-exclamation-mark-in-Excel
7349184	! in excel formula	D372242	https://www.quora.com/What-does-the-exclamation-point-mean
7349184	! in excel formula	D842129	https://support.office.com/en-us/article/Overview-of-formulas-in-Excel-ecfdc708-9162-49e8-b993-c311f47ca173
8493122	! in java	D3129077	http://www.tutorialspoint.com/java/java_basic_operators.htm
8493122	! in java	D935486	https://www.javatpoint.com/operators-in-java
11697406	! in math	D253011	https://en.wikipedia.org/wiki/List_of_mathematical_symbols
11697406	! in math	D2787291	https://docs.python.org/2/library/math.html
11697406	! in math	D645883	https://www.decodedscience.org/introducing-factorial-exclamation-mark-math/16732
11697406	! in math	D450530	http://www.math.com/students/practice.html
11697406	! in math	D3129363	https://www.thoughtco.com/factorial-in-math-and-statistics-3126584
11697406	! in math	D243973	https://www.rapidtables.com/math/symbols/Basic_Math_Symbols.html
5506294	! in maths	D247669	http://rapidtables.com/math/symbols/Basic_Math_Symbols.htm
5506294	! in maths	D253011	https://en.wikipedia.org/wiki/List_of_mathematical_symbols
5506294	! in maths	D243973	https://www.rapidtables.com/math/symbols/Basic_Math_Symbols.html
7732178	! in python	D2794057	https://en.wikipedia.org/wiki/Python_syntax_and_semantics
7732178	! in python	D2095422	http://www.tutorialspoint.com/python/python_basic_operators.htm
7732178	! in python	D2569951	http://www.learnpython.org/
11917770	! in statistics	D1189705	https://www.thoughtco.com/what-is-statistics-3126367
11917770	! in statistics	D1944658	https://brownmath.com/swt/symbol.htm
4655908	! java	D2024401	https://docs.oracle.com/javase/tutorial/java/nutsandbolts/opsummary.html
7370260	! javascript	D2288133	https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Logical_Operators
5474186	! kc	D2076446	http://www.espn.com/mlb/team/_/name/kc/kansas-city-royals
10831712	! math	D253011	https://en.wikipedia.org/wiki/List_of_mathematical_symbols
4080263	! math symbol	D253011	https://en.wikipedia.org/wiki/List_of_mathematical_symbols
10579881	! meaning	D537193	http://www.thesaurus.com/browse/meaning
10579881	! meaning	D1142957	http://www.thefreedictionary.com/meaning
2148568	! means	D557573	https://www.merriam-webster.com/dictionary/mean
2148568	! means	D2154363	http://www.thesaurus.com/browse/means
7261943	! spanish	D3063224	http://www.spanishdict.com/dictionary
6421514	! symbol	D1190464	https://www.merriam-webster.com/dictionary/symbol
11717367	!! in javascript	D2288133	https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Operators/Logical_Operators
11717367	!! in javascript	D397000	https://www.w3schools.com/js/js_comparisons.asp
2316199	!! javascript	D3302051	https://www.w3schools.com/js/js_syntax.asp
12428314	!!! band	D2414859	https://www.merriam-webster.com/dictionary/band
12428314	!!! band	D929856	https://en.wikipedia.org/wiki/The_Band
8143454	!!!lakshman	D685313	https://en.wikipedia.org/wiki/Lakshmana
4893606	!!!m	D498854	https://en.wikipedia.org/wiki/M
12248727	!!'dio	D3197865	https://en.wikipedia.org/wiki/Dio_(band)
7219151	!!-+- n	D3001750	http://www.pinedaleonline.com/
11266680	!!mm	D1046437	https://en.wikipedia.org/wiki/Millimetre
7621439	!/rry	D3337932	https://www.youtube.com/watch?v=fRh_vgS2dFE
7621439	!/rry	D1095365	https://www.curry.edu/
3834596	!0	D354866	https://en.wikipedia.org/wiki/0_(number)
12058453	!1	D1023210	https://www.1and1.com/
8102331	!5	D2294150	http://ktla.com/
8301973	!6	D1783792	https://en.wikipedia.org/wiki/6_(number)
6094620	!888 poundpoundcentscents33	D2721407	https://www.sapling.com/5683208/pence-pounds-dollars-conversion
5828969	!=	D1094795	https://en.wikipedia.org/wiki/Operators_in_C_and_C%2B%2B
5828969	!=	D757335	https://blog.udemy.com/excel-not-equal/
5828969	!=	D3408854	http://www.tutorialspoint.com/cprogramming/c_operators.htm
6236468	!= arduino	D850844	https://www.arduino.cc/
2087599	!= c	D579719	https://en.wikipedia.org/wiki/C_%28programming_language%29
2087599	!= c	D1094795	https://en.wikipedia.org/wiki/Operators_in_C_and_C%2B%2B
3109244	!= c++	D1094795	https://en.wikipedia.org/wiki/Operators_in_C_and_C%2B%2B
3109244	!= c++	D3273806	http://www.cplusplus.com/doc/tutorial/operators/
5505227	!= in c	D1094795	https://en.wikipedia.org/wiki/Operators_in_C_and_C%2B%2B
5505227	!= in c	D3408854	http://www.tutorialspoint.com/cprogramming/c_operators.htm
2868808	!= in c++	D1094795	https://en.wikipedia.org/wiki/Operators_in_C_and_C%2B%2B
2868808	!= in c++	D3273806	http://www.cplusplus.com/doc/tutorial/operators/
11892148	!= in java	D2024401	https://docs.oracle.com/javase/tutorial/java/nutsandbolts/opsummary.html
5355068	!= in python	D2006453	https://www.python.org/
5355068	!= in python	D718773	https://en.wikipedia.org/wiki/Python_%28programming_language%29
5355068	!= in python	D2095422	http://www.tutorialspoint.com/python/python_basic_operators.htm
10535248	!= java	D2024401	https://docs.oracle.com/javase/tutorial/java/nutsandbolts/opsummary.html
10535248	!= java	D3129077	http://www.tutorialspoint.com/java/java_basic_operators.htm
4277318	!= javascript	D1117195	https://www.javascript.com/
8899802	!= meaning	D1142957	http://www.thefreedictionary.com/meaning
11907443	!= meaning in python	D2794057	https://en.wikipedia.org/wiki/Python_syntax_and_semantics
11907443	!= meaning in python	D2095422	http://www.tutorialspoint.com/python/python_basic_operators.htm
11982318	!= null	D126938	https://en.wikipedia.org/wiki/Null_(SQL)
9293954	!= operator	D1094795	https://en.wikipedia.org/wiki/Operators_in_C_and_C%2B%2B
9253691	!= python	D2006453	https://www.python.org/
9253691	!= python	D2794057	https://en.wikipedia.org/wiki/Python_syntax_and_semantics
9253691	!= python	D718773	https://en.wikipedia.org/wiki/Python_%28programming_language%29
9253691	!= python	D2095422	http://www.tutorialspoint.com/python/python_basic_operators.htm
10252631	!= r	D2310059	https://www.r-project.org/
8518695	!= sql	D1249865	https://stackoverflow.com/questions/12552288/sql-with-clause-example
7215546	!==	D397000	https://www.w3schools.com/js/js_comparisons.asp
3455031	!== js	D397000	https://www.w3schools.com/js/js_comparisons.asp
10719191	!? ' m	D1775195	https://finance.yahoo.com/quote/M/
10719191	!? ' m	D498854	https://en.wikipedia.org/wiki/M
3685706	!?help?	D3091323	https://www.merriam-webster.com/dictionary/help
8906451	!?l	D1887055	https://www.llbean.com/
3213312	!?z	D349551	https://www.zillow.com/
3213312	!?z	D2502794	https://en.wikipedia.org/wiki/Z
11664995	!a	D2314719	http://www.thefreedictionary.com/a
7835647	!acys	D106237	https://www.macys.com/
7457550	!agape	D1285840	https://en.wikipedia.org/wiki/Agape
8624308	!al	D11665	http://www.al.com/
9125236	!appdata!	D2683753	https://www.techwalla.com/articles/how-to-access-the-windows-appdata-folder
10454238	!atest news	D1971687	https://www.thesun.co.uk/news/
2016397	!ay	D2177738	http://mentalfloss.com/article/52790/where-did-phrase-aye-yai-yai-come
8263234	!b	D100948	https://www.merriam-webster.com/dictionary/b
9419276	!b6	D47137	https://ods.od.nih.gov/factsheets/VitaminB6-HealthProfessional/
5184834	!bios	D2293564	https://www.lifewire.com/bios-basic-input-output-system-2625820
6970084	!carly.com	D1896192	http://www.nick.com/icarly/
8992987	!cin	D982092	http://www.cplusplus.com/reference/iostream/cin/
3153085	!cloud	D1078424	https://www.apple.com/icloud/
3153085	!cloud	D2119014	https://www.icloud.com/
11038430	!dea	D1198573	https://en.wikipedia.org/wiki/Drug_Enforcement_Administration
8302296	!doctype	D2475757	https://stackoverflow.com/questions/414891/what-is-doctype
8302296	!doctype	D2475753	https://www.w3schools.com/tags/tag_doctype.asp
11338318	!doctype html	D2475757	https://stackoverflow.com/questions/414891/what-is-doctype
11338318	!doctype html	D2475753	https://www.w3schools.com/tags/tag_doctype.asp
11338318	!doctype html	D2475756	http://www.html-5-tutorial.com/doctype.htm
7335204	!doctype html>	D2475753	https://www.w3schools.com/tags/tag_doctype.asp
3268323	!e	D1192737	http://www.eonline.com/
11590614	!e!e !e !e	D1398993	https://en.wikipedia.org/wiki/E._e._cummings
3183456	!empty php	D574544	http://php.net/manual/en/function.empty.php
6847601	!etgo	D2339830	https://play.google.com/store/apps/details?id=com.abtnprojects.ambatana&hl=en
3860091	!etter into word	D1482968	https://www.word-grabber.com/letter-sorting
3860091	!etter into word	D13194	http://wordsolver.net/#!
12180392	!function	D311361	https://www.merriam-webster.com/dictionary/function
12180392	!function	D342073	https://www.mathsisfun.com/sets/function.html
2079797	!g	D884236	https://en.wikipedia.org/wiki/G
9622129	!hola	D1563552	https://hola.org/
4886098	!idl	D2160040	https://www.lidl.com/
4886098	!idl	D2663414	https://www.lidl.co.uk/en/index.htm
2590246	!j	D269743	https://www.jnj.com/
2590246	!j	D3467493	https://en.wikipedia.org/wiki/J
12074578	!k7	D3453431	http://www.k7.com/
2436225	!kk	D216563	https://www.lifewire.com/what-is-kk-s-it-an-online-swear-word-2483390
7778706	!kl	D2492647	https://www.klm.com/
7511585	!l	D1887055	https://www.llbean.com/
7511585	!l	D1618618	https://www.lm.com/
7511585	!l	D3168231	https://en.wikipedia.org/wiki/L
7511585	!l	D803018	http://deathnote.wikia.com/wiki/L_(character)
8452534	!l!	D803018	http://deathnote.wikia.com/wiki/L_(character)
8452534	!l!	D3168231	https://en.wikipedia.org/wiki/L
2540903	!l/ll	D1887055	https://www.llbean.com/
6293122	!ll	D361577	https://en.wikipedia.org/wiki/LL_parser
12415582	!lz	D2987078	https://www.youtube.com/user/LZBMX
11194390	!m	D498854	https://en.wikipedia.org/wiki/M
11459587	!m!	D498850	http://www.dictionary.com/browse/m
5772987	!maps	D1165711	https://www.bing.com/maps/
4276225	!mb	D80870	https://www.mbfinancial.com/
4578579	!ml	D499610	https://www.ml.com/
4578579	!ml	D138207	https://www.benefits.ml.com/login/login
8136735	!mmm	D955108	https://finance.yahoo.com/quote/MMM
2235070	!ndigo	D732482	https://www.chapters.indigo.ca/
4714781	!notepad	D2419331	https://notepad-plus-plus.org/
7862233	!o!	D2364688	https://www.cirquedusoleil.com/o
11876935	!ocal news	D2398843	http://komonews.com/
11876935	!ocal news	D3256054	http://www.king5.com/local
6313024	!osu	D2806359	https://osu.ppy.sh/
10835956	!ottery	D3523977	http://valottery.com/
10835956	!ottery	D1946319	https://www.lottery.co.uk/lotto/results
9530491	!ottery results	D2089137	https://www.lottery.co.uk/results
9530491	!ottery results	D1946319	https://www.lottery.co.uk/lotto/results
12530817	!otto	D1946319	https://www.lottery.co.uk/lotto/results
12530817	!otto	D1987264	https://www.national-lottery.com/lotto/results
12530817	!otto	D1071143	https://www.national-lottery.co.uk/games/lotto
11642757	!otto results	D2089137	https://www.lottery.co.uk/results
11642757	!otto results	D1946319	https://www.lottery.co.uk/lotto/results
9191277	!owes	D880427	https://www.lowes.com/
2406761	!owes.com	D168365	https://www.lowes.com/All-Departments/site-directory
2406761	!owes.com	D880427	https://www.lowes.com/
10726507	!phone	D2012208	https://www.apple.com/iphone/
2749847	!pip	D1512955	https://pip.pypa.io/en/stable/
2749847	!pip	D1452402	https://en.wikipedia.org/wiki/Pip
3592059	!qa	D487252	https://en.wikipedia.org/wiki/Quality_assurance
12663662	!r	D2310059	https://www.r-project.org/
2029471	!robux	D281466	http://www.robloxhack.org/
2029471	!robux	D168425	https://www.roblox.com/upgrades/robux
3522538	!shazam	D1497544	https://www.shazam.com/
11865795	!socorro	D799841	http://www.socorronm.gov/
8093746	!ss	D2777604	https://www.britannica.com/topic/SS
10075258	!strcmp	D1055938	http://www.cplusplus.com/reference/cstring/strcmp/
12759310	!three amigos	D1646335	https://en.wikipedia.org/wiki/Three_Amigos
5785791	!tunes	D64686	https://www.apple.com/itunes/
2557039	!uptime	D1443198	https://en.wikipedia.org/wiki/Uptime
2099070	!wget	D2057616	http://gnuwin32.sourceforge.net/packages/wget.htm
2099070	!wget	D1960524	https://www.gnu.org/software/wget/
9968182	!workshop	D689919	http://steamcommunity.com/workshop/
12763572	!x	D2103525	http://money.cnn.com/quote/quote.html?symb=X
8686817	!z	D349551	https://www.zillow.com/
8686817	!z	D2502794	https://en.wikipedia.org/wiki/Z
2602057	!zqqq	D3258628	https://finance.yahoo.com/quote/QQQ
4689744	!zzczz	D2202072	https://en.wikipedia.org/wiki/Barry_Minkow